geo_code,signature_type,use,greenspace,job_types,air_quality,house_affordability,job_accessibility,greenspace_accessibility
E00042786,7.0,0.0,0.0,0.5002303983251587,-17.579404301045024,-7.478044409128106,2313.0,273920.0950000021
E00042707,10.0,0.0,0.0,0.8673884388560105,-16.231576732700436,-7.957524980756347,12862.425729472927,298640.1654499999
E00042703,7.0,0.0,0.0,0.6236811437951026,-16.37725068395744,-7.700035652730201,1554.7801023517268,507294.0109241872
E00042782,7.0,0.0,0.0,0.47801001835832446,-17.48373098308266,-7.4248527950873,3310.0,253491.99240000348
E00042789,7.0,0.0,0.3035280753792463,0.5027467606533607,-16.835815952524168,-7.377067025721066,2301.215693711661,219076.32555001383
E00042708,10.0,0.0,0.0,0.8414386567682366,-17.295456243819803,-7.9629784948289135,4191.09012962299,2216912.540192203
E00042067,4.0,0.0,0.0,0.6206692365689587,-14.411996579232431,-7.666377830456132,3247.774435292619,280138.234711767
E00042064,10.0,0.0,0.0,0.5082650925942116,-16.925349765771923,-7.189542508610961,6136.128641812339,392292.6571328983
E00042551,10.0,0.0,0.0,0.588477366256558,-17.217695549543794,-7.213084916896486,793.0,653167.9202000197
E00042655,11.0,0.0,0.0,0.7146295092214632,-18.250749104780123,-7.550393072875568,11868.334088126645,738436.8920395767
E00175594,11.0,0.0,0.0,0.6372174687363471,-17.559989065785548,-7.885534251956932,25595.68345929746,2273485.8334674193
E00042115,10.0,0.0,0.0,0.5827183383588479,-17.15446287738514,-7.414464765128781,7318.9022557888475,714535.9355999805
E00042194,7.0,0.0,0.0,0.443423843688716,-17.434788748689016,-7.6186255273136565,3332.871449401457,931927.2931681044
E00042198,8.0,0.0,0.0,0.9537831881807114,-15.69081124700182,-7.612331029980308,9841.0,229203.4973500099
E00042213,4.0,0.0,0.6945768403275601,0.8999052117922532,-16.88328343714563,-7.547340206138288,1270.0,307609.540600004
E00042292,8.0,0.0,0.0,0.5816290243828175,-14.319457590420981,-7.398133507066831,1039.8712182309896,257705.74692814893
E00042210,8.0,0.0,0.0,0.8737302759558895,-16.10247830422733,-7.751272700042017,9108.0,487025.0404000123
E00042291,8.0,0.0,0.0,0.1569579929672798,-17.204516774918062,-7.614881695610691,5388.953020865996,335151.210580225
E00175598,7.0,0.0,0.0,0.8441330998248686,-16.994814111999062,-7.689182320524233,2863.910492460761,1728015.1207500244
E00042116,10.0,0.0,0.0,0.593735458001925,-16.938113525862825,-7.029662013534623,7316.0,579468.3374999904
E00042900,10.0,0.0,0.0,0.7328197474418892,-17.551036238998183,-7.332110298657284,4913.588330867982,2057176.2516097932
E00042930,5.0,0.0,0.0,0.7040816337324225,-14.886529516310622,-7.334154755633438,2343.9415540693635,258998.42809912656
E00042197,8.0,0.0,0.0,0.7726151933100404,-17.28918120837485,-7.775368614837322,4953.384048986683,185015.21902582562
E00042196,10.0,0.0,0.0,0.8079557708354673,-16.727552324059985,-7.710756502770062,2224.788879932361,871941.750589786
E00042117,8.0,0.0,0.0,0.0854943521004263,-16.561517472596183,-7.648748812717093,3532.093359468051,513474.8675948639
E00042114,10.0,0.0,0.0,0.4603114278696069,-17.384149540687066,-7.671825716446114,9216.902255788847,602214.2971999729
E00042195,7.0,0.0,0.45731074657168885,0.4408700459962613,-16.84144761797212,-7.462321589065476,3071.871449401457,863625.5806181236
E00042478,7.0,0.0,0.013955298352676082,0.8342844613988392,-16.864106089270688,-7.63930531154315,1639.0,1715172.8528000556
E00042799,7.0,0.0,0.0,0.8000078966119669,-16.85810026818449,-7.423937223155344,3077.215693711661,360109.08770003665
E00042718,8.0,0.0,0.0,0.7370386453203764,-16.91098027498894,-7.964910816616764,3744.5264590831302,674366.1287041117
E00042629,8.0,0.0,0.0,0.6313131313131313,-13.731490372310942,-7.268668099762852,340.0,760930.2986500564
E00042447,10.0,0.0,0.0,0.7797357232936226,-16.131253577736977,-7.957528166901817,3886.1007296102034,1940268.7536541133
E00042639,3.0,0.0,0.0,0.12505936677046364,-13.053954965117695,-7.438578316761154,397.0,29373.59055001011
E00042165,4.0,0.0,0.0,0.25940636856058225,-14.331350251599746,-7.2577908091875605,-3.552713678800501e-15,70573.57719999393
E00042827,11.0,0.0,0.0,0.7789902129906948,-17.190668533261015,-7.340945101136666,15247.276846597011,587895.5149097501
E00042082,3.0,0.0,0.0,0.6097263749601035,-14.96244020404965,-7.614290448359769,3339.2023632665455,329060.16279017687
