geo_code,signature_type,use,greenspace,job_types,air_quality,house_affordability,job_accessibility,greenspace_accessibility
E00042786,7.0,0.0,0.0,0.5002303983251587,-17.57988246050178,-7.476010574640273,2313.0,273920.0950000021
E00042707,10.0,0.0,0.0,0.8673884388560105,-16.229639085778114,-7.942001850156309,12884.754621354607,300299.5347555691
E00042703,7.0,0.0,0.0,0.6236811437951026,-16.37725068395744,-7.700035652730201,1559.4111062266034,507745.9670514423
E00042782,7.0,0.0,0.0,0.47801001835832446,-17.48373098308266,-7.4248527950873,3310.0,253491.99240000348
E00042789,7.0,0.0,0.3035280753792463,0.5027467606533607,-17.24403468087865,-7.379796297149051,2296.5240420719947,219076.32555001383
E00042708,10.0,0.0,0.0,0.8414386567682366,-17.295456243819803,-7.934481454330783,4204.112108277964,2216403.514196533
E00042067,4.0,0.0,0.0,0.6206692365689587,-14.411996579232431,-7.666377830456132,3249.225051130678,280291.0891601339
E00042064,10.0,0.0,0.0,0.5082650925942116,-16.925349765771923,-7.189542508610961,6136.121492301324,392295.937342764
E00042551,10.0,0.0,0.0,0.588477366256558,-17.191570146657277,-7.2082278437142495,793.0,653167.9202000197
E00042655,11.0,0.0,0.0,0.7146295092214632,-18.249546862499816,-7.550393072875568,11869.220158490232,738085.2755648459
E00175594,11.0,0.0,0.0,0.6372174687363471,-17.559989065785548,-7.896042423556074,25596.239996628414,2273119.666364903
E00042115,10.0,0.0,0.0,0.5827183383588479,-17.15446287738514,-7.414464765128781,7318.928129256505,714535.9355999805
E00042194,7.0,0.0,0.0,0.443423843688716,-17.434788748689016,-7.6186255273136565,3333.035139899131,931750.7363206539
E00042198,8.0,0.0,0.0,0.9537831881807114,-15.69081124700182,-7.612331029980308,9841.0,229203.4973500099
E00042213,4.0,0.0,0.6945768403275601,0.8999052117922532,-16.88328343714563,-7.547340206138288,1270.0,307609.540600004
E00042292,8.0,0.0,0.0,0.5816290243828175,-14.319457590420981,-7.398133507066831,1055.795542239396,254911.33928909403
