geo_code,signature_type,use,greenspace,job_types,air_quality,house_affordability,job_accessibility,greenspace_accessibility
E00042786,7,0.008850293193838565,0.18606484395152773,0.5191129836987445,-17.586613884384818,-7.65146499969452,1749.3013900475764,1039861.3564039702
E00042707,10,0.8709254452401243,0.40956372551902515,0.33102943319791234,-16.14605908707989,-7.521582909597543,17634.044589375706,650856.7793101126
E00042703,7,0.019466052762633745,0.4503104420580312,0.11550058883182246,-16.70977943886836,-7.3010978765689805,4371.808426921932,1373002.8963037203
E00042782,7,0.008850293193838565,0.18606484395152773,0.4968926037319102,-16.779434401456502,-7.50408163022233,2021.957244697047,1070888.2232409748
E00042789,7,0.008850293193838565,0.489592919330774,0.5216293460269463,-17.386472582169965,-7.513494617628201,2432.1095427364717,1112338.3298279648
E00042708,10,0.441273420472249,0.3201471716717678,0.5474696316088364,-16.35390181771717,-7.494211725628363,6298.631265708748,2523457.953707102
E00042067,4,0.05683502982244981,0.019867002603875257,0.453211212314008,-16.48050661563219,-7.8397449795265794,3840.2676714009895,891055.6853638778
E00042064,10,0.1337950130557869,0.5318813634691124,0.12449222737664534,-16.789488688876858,-7.051645661362932,4973.928358217155,2066304.949679947
E00042551,10,-0.33689647382132076,0.32880295602114007,0.0,-16.949178446095843,-7.094195417745896,1129.8182922793403,1278701.1122955792
E00042655,11,-0.19312613319128402,0.5440152713007851,0.29846367558239345,-16.98600088572155,-7.147571483195789,12605.902283297233,1853168.2713770359
E00175594,11,-0.4464375735621903,0.6160274397757988,0.2847312391694165,-16.426133589248302,-7.2219324043075135,23822.42654908296,4128616.895076814
E00042115,10,-0.043671681642411364,0.25638229145804725,0.0,-16.21433315926992,-7.29377479009462,4580.100208328607,1346725.84836242
E00042194,7,0.41313708707514946,0.14111638112044178,0.7562285464961794,-17.55384735775289,-7.373057910777575,6612.114207898672,1558040.5093443836
E00042198,8,0.49877024333754905,0.4347273433225674,0.9160620995974912,-16.668579415401727,-7.750890589053388,12066.721791754508,717860.1986976527
E00042213,4,0.4743388679767677,0.44748137531844995,0.26551619844340085,-15.996641313842744,-7.470458370286015,3130.4870082169277,391333.5754865493
E00042292,8,0.1404880462049901,0.1424059736564114,0.8047087104926086,-15.108961088768272,-7.7545627192418545,1636.4561710943383,362423.92725275
E00042210,8,0.7497283851500183,0.14416485646833688,1.0,-17.103658809689666,-7.431488023691524,11960.74180923397,926296.2743405522
E00042291,8,0.7755789730801589,0.0,0.5308051684469378,-16.684219184964817,-7.442992868460872,12471.544339506401,364858.2644633013
E00175598,7,0.04540701607922881,0.5317848252482555,0.8139005338576631,-17.18060173373558,-7.345052917232885,4287.021626655591,2958082.131789763
E00042116,10,-0.043671681642411364,0.25638229145804725,0.0,-16.39957546562105,-7.200541801114335,4521.805737607478,1404023.434950602
E00042900,10,0.1337950130557869,0.5318813634691124,0.3490468822243229,-16.33366053879777,-7.0631289520011356,5548.405416070828,2971792.068287589
E00042930,5,0.5447689502617828,0.39387128080070877,0.48060339528331275,-15.415633779466935,-7.636616036908452,3462.500479275205,1029045.8019286834
E00042197,8,0.49877024333754905,0.4347273433225674,0.9160620995974912,-17.464666636615988,-7.492731437449015,6950.333924678842,466019.31299436465
E00042196,10,-0.043671681642411364,0.25638229145804725,0.0,-15.763976397935153,-7.173172339238128,5795.031568676954,1332049.7237983304
E00042117,8,-0.5376958140364687,0.021109837225707084,0.0,-15.823037244681991,-6.949000016191523,2095.72009686415,832795.4702796426
E00042114,10,-0.043671681642411364,0.25638229145804725,0.0,-16.355474729220017,-7.15239039915599,7709.0721243483495,1215786.2015649984
E00042195,7,0.41313708707514946,0.5984271276921307,0.7536747488037246,-16.640795152801125,-7.233491938276938,6014.006877485042,1363821.706957067
E00042478,7,-0.5158985280900582,0.26059263331059174,0.5386611237540266,-16.484674616207514,-7.214523855829149,5823.333543977493,2332992.0726198545
E00042799,7,0.19885363523024857,0.38069991408945814,0.5987210521651611,-17.412485195403413,-7.665159335377355,3518.579993916548,1085097.261835883
E00042718,10,0.020172380459664907,0.3201471716717678,0.9130258206535912,-16.485745985576894,-7.568623619423996,5153.5676905514465,1034358.149665751
E00042629,8,0.37976486574321505,0.6572508865537052,0.4969629542142596,-16.89645585123645,-7.534798738151358,988.0257953233024,2104827.2776609627
E00042447,10,-0.23026158443827827,0.35976815510590016,0.08067793897211595,-16.24121678394538,-7.154670023819969,4454.526438288518,2523104.5133121978
E00042639,3,-1.0,0.1559110447930125,0.33431947806191725,-16.903849914638958,-7.674723251357933,-878.2459945590608,286543.9330529428
E00042165,4,0.4743388679767677,0.0,0.0,-15.213223941722825,-7.633412617054192,582.5216930525688,268411.7545594331
E00042827,11,-0.0680372408597873,0.18102762295420088,0.40955920193612344,-16.428178130747106,-6.965887216368092,5812.450041852815,1786824.8762068162
E00042082,3,0.28524724592596956,0.24025836646266366,0.33544646235367226,-16.954581156451848,-7.566459802697679,3751.043707706666,612102.6343187811
E00042455,10,0.4897620221537715,0.047842862576960965,0.09999341469350324,-16.6256730230514,-7.2145561576391035,5943.052085414829,2723742.8647954515
E00042667,11,-0.46373848238822557,0.47255827359126557,0.831232863609418,-17.288701667623915,-7.14312285496716,12330.202503312214,1649711.484501512
